Estado;Município;Total domicílios;Total com água canalizada;Água em pelo menos um cômodo;Rede geral de distribuição;Outra forma;Água no terreno ou propriedade;Rede geral de distribuição.1;Outra forma.1;Não tinham;Código da Unidade Geográfica
Ceará;Mombaça;11965;8588;8088;6788;1299;500;237;263;3378;2308500.0
Ceará;Área 001;4158;2785;2535;1839;696;250;78;172;1373;2308500003001.0
Ceará;Área 002;7807;5802;5553;4950;603;249;159;90;2005;2308500003002.0
Ceará;Morada Nova;18221;15141;14432;13343;1088;709;602;107;3081;2308708.0
Ceará;Área 001;7236;6101;5711;5269;441;390;334;56;1136;2308708003001.0
Ceará;Área 002;10985;9040;8721;8074;647;319;268;51;1945;2308708003002.0
Ceará;Nova Russas;9285;8335;8189;7880;309;146;88;58;950;2309300.0
Ceará;Área 001;4022;3786;3779;3747;32;7;7;0;236;2309300003001.0
Ceará;Área 002;5263;4549;4410;4133;277;139;81;58;714;2309300003002.0
Ceará;Pacajus;17615;13840;12980;10005;2976;860;556;304;3775;2309607.0
Ceará;Área 001;7917;6694;6289;5282;1007;405;325;80;1223;2309607003001.0
Ceará;Área 002;9698;7146;6691;4722;1969;455;232;223;2552;2309607003002.0
Ceará;Pacatuba;18726;18324;17669;17367;302;655;518;137;402;2309706.0
Ceará;Área 001;4295;4105;3805;3699;107;300;222;78;190;2309706003001.0
Ceará;Área 002;6195;6169;6037;6023;14;132;132;0;26;2309706003002.0
Ceará;Área 003;8236;8050;7827;7645;182;223;164;59;186;2309706003003.0
Ceará;Paracuru;8720;6459;5770;3221;2549;689;456;233;2261;2310209.0
Ceará;Área 001;4122;2900;2692;1326;1367;207;20;187;1222;2310209003001.0
Ceará;Área 002;4598;3559;3078;1896;1182;481;435;46;1039;2310209003002.0
Ceará;Parambu;8977;5901;5422;4776;646;480;362;118;3075;2310308.0
Ceará;Área 001;4898;3169;3071;2804;267;98;54;44;1729;2310308003001.0
Ceará;Área 002;4079;2732;2351;1972;379;381;307;74;1346;2310308003002.0
Ceará;Pedra Branca;11913;8670;8245;7907;338;425;372;53;3243;2310506.0
Ceará;Área 001;4102;4071;4061;4051;10;9;9;0;31;2310506003001.0
Ceará;Área 002;7811;4599;4184;3856;328;416;363;53;3212;2310506003002.0
Ceará;Pentecoste;9845;7963;6811;6409;402;1152;1060;92;1882;2310704.0
Ceará;Área 001;4146;3785;3291;3166;125;494;451;44;361;2310704003001.0
Ceará;Área 002;5700;4178;3520;3243;277;658;610;48;1522;2310704003002.0
Ceará;Quixadá;22112;16977;15916;14716;1201;1061;892;168;5136;2311306.0
Ceará;Área 001;4274;4158;4059;4049;10;99;99;0;116;2311306003001.0
Ceará;Área 002;8611;3970;3276;2155;1121;694;526;168;4641;2311306003002.0
Ceará;Área 003;9227;8849;8581;8512;70;267;267;0;378;2311306003003.0
Ceará;Quixeramobim;20451;18189;16923;14972;1951;1266;954;312;2262;2311405.0
Ceará;Área 001;4062;4050;3894;3894;0;156;156;0;12;2311405003001.0
Ceará;Área 002;8106;7275;6737;6122;615;538;459;79;831;2311405003002.0
Ceará;Área 003;8284;6865;6292;4956;1336;573;340;233;1419;2311405003003.0
Ceará;Russas;20394;17817;16773;14123;2650;1044;741;303;2578;2311801.0
Ceará;Área 001;4185;3982;3943;3753;190;39;29;10;202;2311801003001.0
Ceará;Área 002;7717;6151;5613;4286;1327;538;312;226;1566;2311801003002.0
Ceará;Área 003;8493;7683;7217;6084;1132;467;400;66;809;2311801003003.0
Ceará;Santa Quitéria;11844;8190;7769;6745;1024;422;291;130;3654;2312205.0
Ceará;Área 001;5408;3991;3794;3132;662;198;125;72;1417;2312205003001.0
Ceará;Área 002;6436;4199;3975;3614;362;224;166;58;2237;2312205003002.0
Ceará;São Benedito;12109;10658;10208;7866;2341;450;380;70;1451;2312304.0
Ceará;Área 001;5682;4825;4601;3437;1164;224;185;39;857;2312304003001.0
Ceará;Área 002;6427;5832;5607;4429;1178;226;195;30;595;2312304003002.0
Ceará;São Gonçalo do Amarante;12000;9354;7804;5094;2710;1550;960;590;2647;2312403.0
Ceará;Área 001;4095;3189;2912;2382;530;277;209;68;906;2312403003001.0
Ceará;Área 002;7905;6165;4892;2712;2181;1273;751;522;1740;2312403003002.0
Ceará;Sobral;50445;48124;46319;45665;654;1805;1713;92;2321;2312908.0
Ceará;Área 001;4831;4734;4689;4689;0;45;45;0;97;2312908003001.0
Ceará;Área 002;7373;7373;6912;6912;0;460;460;0;0;2312908003002.0
Ceará;Área 003;4630;4608;4404;4380;24;204;204;0;22;2312908003003.0
Ceará;Área 004;4661;4637;4490;4462;28;148;148;0;23;2312908003004.0
Ceará;Área 005;4584;4466;4384;4336;48;81;81;0;119;2312908003005.0
Ceará;Área 006;4403;4245;4227;4219;8;18;18;0;158;2312908003006.0
Ceará;Área 007;4896;3893;3484;3255;229;409;362;47;1003;2312908003007.0
Ceará;Área 008;6262;5467;5186;4878;308;281;258;23;795;2312908003008.0
Ceará;Área 009;8805;8701;8543;8533;10;158;137;21;104;2312908003009.0
Ceará;Tabuleiro do Norte;9126;8400;7957;6336;1621;443;238;205;727;2313104.0
Ceará;Área 001;4177;4094;4002;3329;673;92;84;8;83;2313104003001.0
Ceará;Área 002;4949;4306;3955;3007;948;351;154;198;644;2313104003002.0
Ceará;Tauá;16245;13641;12440;11074;1366;1201;985;216;2604;2313302.0
Ceará;Área 001;5859;4302;3904;3433;470;399;313;86;1556;2313302003001.0
Ceará;Área 002;10386;9339;8537;7641;896;802;672;130;1048;2313302003002.0
Ceará;Tianguá;18206;16173;15147;14069;1078;1026;756;270;2033;2313401.0
Ceará;Área 001;4032;3188;2922;2483;439;266;198;69;844;2313401003001.0
Ceará;Área 002;7259;6856;6532;6306;226;324;266;58;403;2313401003002.0
Ceará;Área 003;6915;6128;5693;5280;413;435;292;143;787;2313401003003.0
Ceará;Trairi;13338;6186;5251;2210;3042;935;320;615;7151;2313500.0
Ceará;Área 001;6606;3067;2541;687;1854;526;102;424;3539;2313500003001.0
Ceará;Área 002;6732;3120;2710;1522;1187;410;218;191;3612;2313500003002.0
Ceará;Várzea Alegre;11532;10493;9961;8429;1533;532;293;239;1039;2314003.0
Ceará;Área 001;4030;3990;3971;3963;8;19;19;0;39;2314003003001.0
Ceará;Área 002;7502;6503;5990;4466;1524;512;274;239;999;2314003003002.0
Ceará;Viçosa do Ceará;13563;8257;7080;4955;2125;1176;846;330;5306;2314102.0
Ceará;Área 001;6671;4428;3808;3174;634;620;511;109;2243;2314102003001.0
Ceará;Área 002;6892;3829;3273;1781;1491;556;335;222;3063;2314102003002.0
Rio Grande do Norte;Açu;14837;14010;12583;11675;908;1427;1051;376;827;2400208.0
Rio Grande do Norte;Área 001;6633;5944;4994;4257;738;950;644;306;689;2400208003001.0
Rio Grande do Norte;Área 002;8205;8066;7588;7418;170;478;407;70;138;2400208003002.0
Rio Grande do Norte;Apodi;10017;8850;8565;6057;2507;285;30;255;1167;2401008.0
Rio Grande do Norte;Área 001;4594;4446;4405;3705;700;41;0;41;148;2401008003001.0
Rio Grande do Norte;Área 002;5423;4404;4160;2353;1807;244;30;214;1019;2401008003002.0
Rio Grande do Norte;Caicó;18616;18167;17824;16975;849;343;224;119;449;2402006.0
Rio Grande do Norte;Área 001;4079;4059;4033;4033;0;26;26;0;20;2402006003001.0
Rio Grande do Norte;Área 002;6629;6255;6122;5281;841;133;13;119;374;2402006003002.0
Rio Grande do Norte;Área 003;7908;7853;7669;7661;8;184;184;0;55;2402006003003.0
Rio Grande do Norte;Ceará-Mirim;17292;16055;14344;11946;2398;1711;1236;475;1237;2402600.0
Rio Grande do Norte;Área 001;4333;4202;4140;3767;372;62;25;37;131;2402600003001.0
Rio Grande do Norte;Área 002;4578;4526;3856;3467;389;670;657;13;52;2402600003002.0
Rio Grande do Norte;Área 003;8381;7328;6349;4712;1637;979;554;425;1053;2402600003003.0
Rio Grande do Norte;Currais Novos;12446;11529;11472;10829;642;57;44;13;917;2403103.0
Rio Grande do Norte;Área 001;6264;6184;6149;6072;77;35;22;13;80;2403103003001.0
Rio Grande do Norte;Área 002;6181;5344;5323;4757;565;22;22;0;837;2403103003002.0
Rio Grande do Norte;Macaíba;19479;17417;16185;14523;1662;1232;865;367;2061;2407104.0
Rio Grande do Norte;Área 001;7276;6820;6490;6060;430;330;283;47;456;2407104003001.0
Rio Grande do Norte;Área 002;12203;10598;9696;8463;1232;902;582;320;1605;2407104003002.0
Rio Grande do Norte;Macau;8502;7765;7723;7312;411;42;20;21;737;2407203.0
Rio Grande do Norte;Área 001;3925;3375;3365;2996;369;11;0;11;550;2407203003001.0
Rio Grande do Norte;Área 002;4577;4389;4359;4317;42;31;20;10;188;2407203003002.0
Rio Grande do Norte;Mossoró;73350;69791;67576;65445;2131;2215;1731;484;3559;2408003.0
Rio Grande do Norte;Área 001;4615;4571;4525;4486;39;46;46;0;44;2408003005001.0
Rio Grande do Norte;Área 002;4596;4465;4360;4360;0;106;58;47;131;2408003005002.0
Rio Grande do Norte;Área 003;5426;5380;5276;5276;0;105;105;0;46;2408003005003.0
Rio Grande do Norte;Área 004;5135;5126;5089;5089;0;37;28;10;9;2408003005004.0
Rio Grande do Norte;Área 005;5070;4888;4790;4749;41;98;98;0;182;2408003005005.0
Rio Grande do Norte;Área 006;5578;5335;5219;5192;27;116;85;30;243;2408003005006.0
Rio Grande do Norte;Área 007;4987;4914;4593;4565;27;321;321;0;73;2408003005007.0
Rio Grande do Norte;Área 008;5910;5843;5597;5597;0;246;233;14;67;2408003005008.0
Rio Grande do Norte;Área 009;8252;8001;7708;7618;90;293;293;0;251;2408003005009.0
Rio Grande do Norte;Área 010;6970;6916;6907;6901;6;10;10;0;54;2408003005010.0
Rio Grande do Norte;Área 011;5389;5230;5031;5031;0;200;200;0;158;2408003005011.0
Rio Grande do Norte;Área 012;5303;5201;5152;5110;41;50;50;0;102;2408003005012.0
Rio Grande do Norte;Área 013;6121;3919;3332;1470;1861;588;205;383;2201;2408003005013.0
Rio Grande do Norte;Natal;235579;234680;231217;228396;2821;3463;3274;189;899;2408102.0
Rio Grande do Norte;Área 001;8785;8785;8785;8648;137;0;0;0;0;2408102004001.0
Rio Grande do Norte;Área 002;8088;7983;7679;7059;620;304;304;0;105;2408102004002.0
Rio Grande do Norte;Área 003;8794;8608;8350;8285;65;258;226;32;185;2408102004003.0
Rio Grande do Norte;Área 004;23949;23866;23728;23228;500;138;138;0;83;2408102004004.0
Rio Grande do Norte;Área 005;8505;8465;8182;8101;81;283;283;0;40;2408102004005.0
Rio Grande do Norte;Área 006;8791;8766;8766;8502;264;0;0;0;25;2408102004006.0
Rio Grande do Norte;Área 007;9014;8993;8697;8606;91;296;296;0;21;2408102004007.0
Rio Grande do Norte;Área 008;8954;8954;8939;8897;42;15;15;0;0;2408102004008.0
Rio Grande do Norte;Área 009;8423;8390;8258;8237;21;132;132;0;33;2408102004009.0
Rio Grande do Norte;Área 010;8484;8466;8366;8304;63;99;81;19;18;2408102004010.0
Rio Grande do Norte;Área 011;9257;9219;9219;9146;72;0;0;0;38;2408102004011.0
Rio Grande do Norte;Área 012;9562;9547;9097;8982;115;450;450;0;15;2408102004012.0
Rio Grande do Norte;Área 013;8687;8687;8641;8641;0;46;46;0;0;2408102004013.0
Rio Grande do Norte;Área 014;9088;9088;9088;9051;37;0;0;0;0;2408102004014.0
Rio Grande do Norte;Área 015;8392;8392;8392;8392;0;0;0;0;0;2408102004015.0
Rio Grande do Norte;Área 016;9201;9201;9179;8974;205;22;22;0;0;2408102004016.0
Rio Grande do Norte;Área 017;10024;10024;9976;9847;130;48;22;26;0;2408102004017.0
Rio Grande do Norte;Área 018;8985;8985;8699;8653;46;285;285;0;0;2408102004018.0
Rio Grande do Norte;Área 019;8356;8356;8247;8196;51;109;87;22;0;2408102004019.0
Rio Grande do Norte;Área 020;9781;9737;9615;9582;33;122;122;0;44;2408102004020.0
Rio Grande do Norte;Área 021;8449;8356;7889;7839;50;467;451;16;93;2408102004021.0
Rio Grande do Norte;Área 022;12673;12614;12386;12370;16;228;194;34;59;2408102004022.0
Rio Grande do Norte;Área 023;21337;21199;21038;20857;181;160;119;42;138;2408102004023.0
Rio Grande do Norte;Nova Cruz;9772;8024;7556;7467;89;468;442;25;1749;2408300.0
Rio Grande do Norte;Área 001;5744;5499;5273;5273;0;227;219;8;245;2408300003001.0
Rio Grande do Norte;Área 002;4028;2524;2283;2195;89;241;223;18;1504;2408300003002.0
Rio Grande do Norte;Parnamirim;60344;60033;59722;58106;1616;312;279;33;311;2403251.0
Rio Grande do Norte;Bela Parnamirim-Nova Esperança;4432;4418;4276;4196;80;141;141;0;14;2403251005010.0
Rio Grande do Norte;Cohabinal-Santa Tereza-Vale do Sol;4150;4142;4107;4096;11;35;35;0;8;2403251005002.0
Rio Grande do Norte;Emaús;6620;6594;6563;6412;151;30;20;11;26;2403251005003.0
Rio Grande do Norte;Liberdade-Jardim Planalto-Centro-Boa Esperança;7017;6989;6989;6813;176;0;0;0;28;2403251005001.0
Rio Grande do Norte;Monte Castelo-Parque de Exposições-Vida Nova;7044;6978;6968;6919;49;10;10;0;66;2403251005006.0
Rio Grande do Norte;Nova Parnamirim 1;5199;5199;5199;5020;179;0;0;0;0;2403251005007.0
Rio Grande do Norte;Nova Parnamirim 2;4711;4711;4701;4602;98;10;10;0;0;2403251005008.0
Rio Grande do Norte;Nova Parnamirim 3;5961;5950;5941;5893;48;9;9;0;11;2403251005009.0
Rio Grande do Norte;Passagem de Areia;4734;4710;4676;4430;246;34;18;16;24;2403251005005.0
Rio Grande do Norte;Pium-Cotovelo-Pirangi-Base Aérea-B.Do Inferno-Área de Expansão-Cajupiranga;4635;4502;4471;4009;462;31;25;6;133;2403251005011.0
Rio Grande do Norte;Rosa dos Ventos-Santos Reis;5841;5841;5831;5716;116;10;10;0;0;2403251005004.0
Rio Grande do Norte;Santa Cruz;9906;8612;8542;8275;267;70;70;0;1294;2411205.0
Rio Grande do Norte;Área 001;4243;3053;3042;2831;211;11;11;0;1190;2411205003001.0
Rio Grande do Norte;Área 002;5664;5559;5500;5444;56;59;59;0;105;2411205003002.0
Rio Grande do Norte;São Gonçalo do Amarante;24460;23239;22542;21871;672;696;604;92;1222;2412005.0
Rio Grande do Norte;Área 001;4375;4343;4266;4237;29;77;77;0;32;2412005003001.0
Rio Grande do Norte;Área 002;4625;4603;4445;4397;48;158;158;0;22;2412005003002.0
Rio Grande do Norte;Área 003;6844;6577;6425;6209;216;152;82;70;268;2412005003003.0
Rio Grande do Norte;Área 004;8616;7716;7407;7028;378;309;286;22;900;2412005003004.0
Rio Grande do Norte;São José de Mipibu;10785;9803;8829;6355;2474;974;484;490;983;2412203.0
Rio Grande do Norte;Área 001;5966;5491;5197;4142;1055;294;156;138;475;2412203003001.0
Rio Grande do Norte;Área 002;4819;4312;3632;2214;1419;679;327;352;507;2412203003002.0
Paraíba;Bayeux;27934;27542;26935;26147;788;607;561;46;392;2501807.0
Paraíba;Área 001;4382;4302;4058;4025;34;244;234;10;80;2501807003001.0
Paraíba;Área 002;5163;5087;5016;4909;107;71;58;13;76;2501807003002.0
Paraíba;Área 003;7516;7445;7357;7236;121;88;88;0;71;2501807003003.0
Paraíba;Área 004;10873;10708;10504;9978;527;204;181;23;165;2501807003004.0
Paraíba;Cabedelo;17023;16943;16499;16202;298;443;390;53;80;2503209.0
Paraíba;Área 001;4131;4107;3866;3800;66;241;235;6;23;2503209003001.0
Paraíba;Área 002;6098;6052;5914;5704;210;138;125;14;46;2503209003002.0
Paraíba;Área 003;6794;6783;6719;6698;21;64;31;33;11;2503209003003.0
Paraíba;Cajazeiras;17316;16354;16120;13919;2202;234;84;150;962;2503704.0
Paraíba;Área 001;3962;3928;3907;3897;10;20;11;9;34;2503704003001.0
Paraíba;Área 002;6383;5593;5443;3295;2147;150;20;130;790;2503704003002.0
Paraíba;Área 003;6971;6834;6771;6726;44;63;53;11;137;2503704003003.0
Paraíba;Campina Grande;111814;109798;107447;107038;409;2351;2213;138;2016;2504009.0
Paraíba;Área 001;6032;6016;6005;5993;12;11;11;0;16;2504009005001.0
Paraíba;Área 002;5296;5259;5225;5191;34;34;20;14;37;2504009005002.0
Paraíba;Área 003;4715;4704;4521;4521;0;183;183;0;11;2504009005003.0
Paraíba;Área 004;5194;5186;5029;5010;19;157;157;0;8;2504009005004.0
Paraíba;Área 005;6432;6423;6401;6379;22;22;22;0;10;2504009005005.0
Paraíba;Área 006;4735;4724;4698;4698;0;26;26;0;11;2504009005006.0
Paraíba;Área 007;4983;4945;4907;4888;18;38;38;0;38;2504009005007.0
Paraíba;Área 008;4375;4059;3956;3862;93;103;93;11;316;2504009005008.0
Paraíba;Área 009;4747;4701;4608;4600;8;92;92;0;46;2504009005009.0
Paraíba;Área 010;4508;4472;4251;4251;0;222;222;0;36;2504009005010.0
Paraíba;Área 011;4845;4821;4811;4800;11;10;10;0;24;2504009005011.0
Paraíba;Área 012;4611;4611;4583;4583;0;28;9;20;0;2504009005012.0
Paraíba;Área 013;4703;4669;4212;4204;9;456;445;12;34;2504009005013.0
Paraíba;Área 014;4665;4655;4655;4649;6;0;0;0;10;2504009005014.0
Paraíba;Área 015;4882;4882;4866;4866;0;16;16;0;0;2504009005015.0
Paraíba;Área 016;5135;5067;4643;4643;0;424;424;0;68;2504009005016.0
Paraíba;Área 017;9118;9001;8995;8967;28;7;7;0;116;2504009005017.0
Paraíba;Área 018;7051;6895;6797;6776;21;98;78;20;156;2504009005018.0
Paraíba;Área 019;5564;5530;5314;5314;0;216;195;21;35;2504009005019.0
Paraíba;Área 020;5348;5133;5059;5015;44;74;56;17;215;2504009005020.0
Paraíba;Área 021;4875;4046;3911;3828;84;134;110;24;829;2504009005021.0
Paraíba;Catolé do Rocha;8238;7022;6745;5999;746;277;222;55;1216;2504306.0
Paraíba;Área 001;4079;3069;2879;2169;710;190;134;55;1010;2504306003001.0
Paraíba;Área 002;4159;3953;3866;3830;35;88;88;0;206;2504306003002.0
Paraíba;Esperança;9094;6542;6460;6293;167;82;72;10;2552;2506004.0
Paraíba;Área 001;4339;2494;2412;2314;98;82;72;10;1846;2506004003001.0
Paraíba;Área 002;4755;4048;4048;3979;69;0;0;0;707;2506004003002.0
Paraíba;Guarabira;16249;15953;15924;15491;432;29;21;8;296;2506301.0
Paraíba;Área 001;4139;3899;3870;3520;350;29;21;8;239;2506301003001.0
Paraíba;Área 002;6077;6057;6057;6057;0;0;0;0;20;2506301003002.0
Paraíba;Área 003;6033;5997;5997;5914;82;0;0;0;36;2506301003003.0
Paraíba;João Pessoa;213140;212514;208781;201840;6941;3733;3468;265;626;2507507.0
Paraíba;Área 001;24785;24762;24762;23939;822;0;0;0;23;2507507005001.0
Paraíba;Área 002;9023;8983;8947;7681;1266;36;36;0;39;2507507005002.0
Paraíba;Área 003;24085;24043;23796;23218;578;247;189;58;42;2507507005003.0
Paraíba;Área 004;20950;20803;20464;20027;437;339;303;36;147;2507507005004.0
Paraíba;Área 005;29993;29993;29491;28486;1005;502;481;20;0;2507507005005.0
Paraíba;Área 006;9115;9094;8312;8312;0;782;719;63;21;2507507005006.0
Paraíba;Área 007;19891;19829;19695;19455;240;134;134;0;62;2507507005007.0
Paraíba;Área 008;15730;15686;15497;15437;60;189;170;19;44;2507507005008.0
Paraíba;Área 009;10206;10125;9692;9570;121;434;434;0;81;2507507005009.0
Paraíba;Área 010;22286;22205;21511;21295;216;694;664;30;82;2507507005010.0
Paraíba;Área 011;11245;11191;10974;10074;900;217;178;38;54;2507507005011.0
Paraíba;Área 012;15830;15798;15639;14344;1295;160;160;0;32;2507507005012.0
Paraíba;Mamanguape;11581;10249;9653;7259;2393;597;270;327;1332;2508901.0
Paraíba;Área 001;7328;6744;6420;5518;901;324;259;65;584;2508901003001.0
Paraíba;Área 002;4253;3506;3233;1741;1492;272;10;262;747;2508901003002.0
Paraíba;Monteiro;9765;7184;7079;6177;902;105;0;105;2581;2509701.0
Paraíba;Área 001;4635;2850;2781;2186;595;69;0;69;1785;2509701003001.0
Paraíba;Área 002;5130;4334;4298;3991;307;36;0;36;796;2509701003002.0
Paraíba;Patos;28907;27904;27496;27049;447;408;316;92;1003;2510808.0
Paraíba;Área 001;4189;3495;3335;3080;255;161;83;77;694;2510808003001.0
Paraíba;Área 002;5712;5607;5600;5555;45;7;7;0;105;2510808003002.0
Paraíba;Área 003;4232;4206;4013;3992;21;192;192;0;26;2510808003003.0
Paraíba;Área 004;7302;7180;7160;7128;32;20;5;15;122;2510808003004.0
Paraíba;Área 005;7472;7416;7389;7294;94;28;28;0;56;2510808003005.0
Paraíba;Pombal;9288;8344;8204;7288;917;140;43;97;944;2512101.0
Paraíba;Área 001;4433;3537;3431;2514;917;106;10;97;896;2512101003001.0
Paraíba;Área 002;4855;4807;4773;4773;0;33;33;0;48;2512101003002.0
Paraíba;Queimadas;12008;9430;9345;8676;669;85;85;0;2578;2512507.0
Paraíba;Área 001;4148;3869;3861;3839;23;7;7;0;279;2512507003001.0
Paraíba;Área 002;7860;5561;5483;4837;646;78;78;0;2299;2512507003002.0
Paraíba;Santa Rita;33526;30959;29250;26141;3109;1709;1093;616;2567;2513703.0
Paraíba;Área 001;6086;5153;4830;3545;1285;323;94;230;933;2513703003001.0
Paraíba;Área 002;4798;4531;4211;3903;308;320;287;33;267;2513703003002.0
Paraíba;Área 003;4836;4690;4308;4120;188;382;340;42;146;2513703003003.0
Paraíba;Área 004;4288;4261;4197;4091;106;64;64;0;27;2513703003004.0
Paraíba;Área 005;6702;6637;6440;6337;104;197;118;79;65;2513703003005.0
Paraíba;Área 006;6815;5686;5264;4146;1118;423;191;232;1129;2513703003006.0
Paraíba;Sapé;14047;11468;11151;9042;2108;317;65;252;2580;2515302.0
Paraíba;Área 001;6621;4747;4498;2919;1579;249;9;240;1874;2515302003001.0
Paraíba;Área 002;7426;6721;6653;6123;530;68;56;12;706;2515302003002.0
Paraíba;Sousa;18755;17491;17098;16452;646;393;262;131;1264;2516201.0
Paraíba;Área 001;4043;4022;4022;4006;16;0;0;0;21;2516201003001.0
Paraíba;Área 002;7195;7155;7049;7027;22;106;94;12;40;2516201003002.0
Paraíba;Área 003;7517;6315;6027;5419;608;287;168;119;1203;2516201003003.0
Pernambuco;Abreu e Lima;28150;27418;26376;24950;1426;1042;868;174;732;2600054.0
Pernambuco;Área 001;4253;4243;4122;4092;31;121;121;0;10;2600054003001.0
Pernambuco;Área 002;4503;4430;4235;4118;117;195;195;0;73;2600054003002.0
Pernambuco;Área 003;4796;4227;4052;3122;930;174;27;147;569;2600054003003.0
Pernambuco;Área 004;7258;7188;6770;6472;299;417;390;27;70;2600054003004.0
Pernambuco;Área 005;7341;7331;7196;7147;49;135;135;0;10;2600054003005.0
Pernambuco;Afogados da Ingazeira;10868;9465;9077;8540;537;388;293;95;1403;2600104.0
Pernambuco;Área 001;4440;3614;3492;3220;273;122;45;76;826;2600104003001.0
Pernambuco;Área 002;6428;5850;5584;5320;264;266;247;19;578;2600104003002.0
Pernambuco;Águas Belas;10824;7317;6114;5729;385;1203;999;204;3508;2600500.0
Pernambuco;Área 001;6559;4717;4227;4003;225;489;353;137;1842;2600500003001.0
Pernambuco;Área 002;4266;2600;1886;1726;160;713;646;67;1666;2600500003002.0
Pernambuco;Aliança;10295;8916;8441;7903;538;475;430;45;1379;2600708.0
Pernambuco;Área 001;4540;4098;3841;3816;25;256;232;24;442;2600708003001.0
